date,price,prev_position,new_position,position_change,trade_value_usd,trade_cost_usd,equity_before,daily_pnl,equity_after_trade,current_dd_pct,peak_equity,regime_trend,regime_volatility,regime_momentum,regime_mean_rev,regime_code,weighted_signal,BBSqueeze_signal,BBSqueeze_conf,BBSqueeze_reason,DonchianBreakout_signal,DonchianBreakout_conf,DonchianBreakout_reason,KeltnerBreakout_signal,KeltnerBreakout_conf,KeltnerBreakout_reason,Ichimoku_signal,Ichimoku_conf,Ichimoku_reason,ParabolicSAR_signal,ParabolicSAR_conf,ParabolicSAR_reason,TrendEnsemble_signal,TrendEnsemble_conf,TrendEnsemble_reason,RORO_signal,RORO_conf,RORO_reason,weight_changes,w_BBSqueeze,w_DonchianBreakout,w_KeltnerBreakout,w_Ichimoku,w_ParabolicSAR,w_TrendEnsemble,w_RORO
2021-09-01,370.22,0.385,0.565,0.18,59914.85,12.98,332074.57,211.82,332061.59,34.55,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.565,1,0.6,"Breakout UP, momentum=1.81",0,0.3,"Within channel, position=99.1%",1,0.7,"Above Keltner upper=$368.73, ATR=$3.51",1,0.8,"Above cloud, TK cross bullish, Tenkan=$363.55",1,0.6,"Uptrend, SAR=$350.96, EP=$372.29",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=34.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-09-02,370.05,0.565,0.415,-0.15,49937.3,10.99,331972.8,-88.79,331961.81,34.57,507376.45,BULL,NORMAL,STEADY,NEUTRAL,BN=N,0.415,0,0.2,"No clear signal, momentum=1.56",0,0.3,"Within channel, position=89.8%",1,0.7,"Above Keltner upper=$369.58, ATR=$3.54",1,0.8,"Above cloud, TK cross bullish, Tenkan=$365.52",1,0.6,"Uptrend, SAR=$354.21, EP=$372.29",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=34.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-09-03,371.18,0.415,0.544,0.129,42780.18,9.56,332385.54,423.73,332375.99,34.49,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.544,1,0.51,"Breakout UP, momentum=1.54",0,0.3,"Within channel, position=95.0%",1,0.7,"Above Keltner upper=$370.41, ATR=$3.54",1,0.8,"Above cloud, TK cross bullish, Tenkan=$367.07",1,0.6,"Uptrend, SAR=$354.21, EP=$372.29",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=34.5%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-09-07,371.71,0.544,0.415,-0.129,42811.86,9.56,332631.72,255.73,332622.16,34.44,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.415,0,0.2,"No clear signal, momentum=1.44",0,0.3,"Within channel, position=97.4%",1,0.7,"Above Keltner upper=$371.25, ATR=$3.56",1,0.8,"Above cloud, TK cross bullish, Tenkan=$367.10",1,0.6,"Uptrend, SAR=$354.22, EP=$372.36",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=34.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-09-08,370.42,0.415,0.31,-0.105,34874.88,7.97,332141.69,-480.46,332133.72,34.54,507376.45,BULL,NORMAL,DECELERATING,OVERBOUGHT,BN-O,0.31,0,0.2,"No clear signal, momentum=1.12",0,0.3,"Within channel, position=91.2%",0,0.3,"Within Keltner channel, EMA=$364.72",1,0.8,"Above cloud, TK cross bullish, Tenkan=$367.10",1,0.6,"Uptrend, SAR=$354.22, EP=$372.36",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=34.5%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-09-13,366.09,0.31,0.0,-0.31,102587.7,21.92,330928.07,-70.83,330906.16,34.78,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.27,0,0.2,"No clear signal, momentum=0.23",0,0.3,"Within channel, position=71.7%",0,0.3,"Within Keltner channel, EMA=$365.33",1,0.8,"Above cloud, TK cross bullish, Tenkan=$368.20",1,0.6,"Uptrend, SAR=$354.22, EP=$372.36",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,1.0,"RISK-ON, score=0/7",DD=34.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-09-20,356.14,0.0,-0.38,-0.38,125744.34,26.91,330906.16,0.0,330879.24,34.78,507376.45,BEAR,NORMAL,DECELERATING,OVERSOLD,DN-S,-0.38,-1,0.9,"Breakout DOWN, momentum=-2.77",0,0.3,"Within channel, position=7.6%",-1,0.7,"Below Keltner lower=$356.55, ATR=$4.06",-1,0.5,"Below cloud, price=$356.14",-1,0.6,"Downtrend, SAR=$372.36, EP=$351.50",0,0.3,"No trend, avg_signal=0.20",1,0.3,"Cautious, score=4/7",DD=34.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-09-21,356.58,-0.38,0.0,0.38,125675.32,26.9,330724.54,-154.71,330697.64,34.82,507376.45,BEAR,NORMAL,DECELERATING,OVERSOLD,DN-S,-0.05,0,0.2,"No clear signal, momentum=-2.24",0,0.3,"Within channel, position=24.4%",0,0.3,"Within Keltner channel, EMA=$363.90",-1,0.5,"Below cloud, price=$356.58",-1,0.6,"Downtrend, SAR=$370.76, EP=$351.50",0,0.3,"No trend, avg_signal=0.20",1,0.3,"Cautious, score=4/7",DD=34.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-09-28,350.46,0.0,-0.527,-0.527,174175.8,37.32,330697.64,0.0,330660.32,34.82,507376.45,BEAR,NORMAL,DECELERATING,OVERSOLD,DN-S,-0.527,-1,0.84,"Breakout DOWN, momentum=-2.51",-1,0.53,Break below 20d low=$351.50,-1,0.7,"Below Keltner lower=$352.69, ATR=$4.66",-1,0.8,"Below cloud, TK cross bearish, Tenkan=$359.27",-1,0.6,"Downtrend, SAR=$364.78, EP=$349.96",0,0.3,"No trend, avg_signal=0.20",1,0.3,"Cautious, score=4/7",DD=34.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-10-01,350.76,-0.527,0.0,0.527,174073.38,37.3,330503.17,-1083.07,330465.87,34.86,507376.45,BEAR,NORMAL,DECELERATING,NEUTRAL,DN-N,-0.08,0,0.2,"No clear signal, momentum=-1.49",0,0.3,"Within channel, position=12.2%",0,0.3,"Within Keltner channel, EMA=$358.84",-1,0.8,"Below cloud, TK cross bearish, Tenkan=$354.69",-1,0.6,"Downtrend, SAR=$362.45, EP=$345.12",0,0.3,"No trend, avg_signal=-0.20",1,0.3,"Cautious, score=4/7",DD=34.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-10-04,343.4,0.0,-0.493,-0.493,162776.52,34.93,330465.87,0.0,330430.94,34.87,507376.45,BEAR,NORMAL,DECELERATING,OVERSOLD,DN-S,-0.493,-1,0.69,"Breakout DOWN, momentum=-2.08",-1,0.54,Break below 20d low=$345.12,-1,0.7,"Below Keltner lower=$346.48, ATR=$5.45",-1,0.8,"Below cloud, TK cross bearish, Tenkan=$352.71",-1,0.6,"Downtrend, SAR=$361.06, EP=$341.16",0,0.3,"No trend, avg_signal=-0.20",1,0.3,"Cautious, score=4/7",DD=34.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-10-05,348.04,-0.493,0.0,0.493,161677.1,34.66,328233.85,-2197.09,328199.2,35.31,507376.45,BEAR,NORMAL,STEADY,OVERSOLD,DN=S,-0.08,0,0.2,"No clear signal, momentum=-1.37",0,0.3,"Within channel, position=22.0%",0,0.3,"Within Keltner channel, EMA=$356.48",-1,0.8,"Below cloud, TK cross bearish, Tenkan=$352.71",-1,0.6,"Downtrend, SAR=$359.07, EP=$341.16",0,0.3,"No trend, avg_signal=-0.20",1,0.3,"Cautious, score=4/7",DD=35.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-10-18,362.91,0.0,0.405,0.405,132944.68,28.42,328199.2,0.0,328170.78,35.31,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.405,1,0.5,"Breakout UP, momentum=1.50",0,0.3,"Within channel, position=94.1%",0,0.3,"Within Keltner channel, EMA=$355.32",1,0.5,"Above cloud, price=$362.91",1,0.6,"Uptrend, SAR=$345.18, EP=$363.12",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=35.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-10-19,365.65,0.405,0.588,0.183,60237.44,13.05,329176.75,1005.97,329163.7,35.12,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.588,1,0.58,"Breakout UP, momentum=1.73",1,0.54,Break above 20d high=$364.26,0,0.3,"Within Keltner channel, EMA=$356.31",1,0.8,"Above cloud, TK cross bullish, Tenkan=$356.43",1,0.6,"Uptrend, SAR=$345.65, EP=$365.70",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=35.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-10-20,365.18,0.588,0.31,-0.278,91459.45,19.54,328911.11,-252.59,328891.57,35.17,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.31,0,0.2,"No clear signal, momentum=1.54",0,0.3,"Within channel, position=97.9%",0,0.3,"Within Keltner channel, EMA=$357.15",1,0.8,"Above cloud, TK cross bullish, Tenkan=$356.94",1,0.6,"Uptrend, SAR=$345.84, EP=$366.73",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=35.2%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-10-21,367.41,0.31,0.585,0.275,90464.91,19.32,329514.2,622.64,329494.88,35.06,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.585,1,0.58,"Breakout UP, momentum=1.75",1,0.52,Break above 20d high=$366.73,0,0.3,"Within Keltner channel, EMA=$358.13",1,0.8,"Above cloud, TK cross bullish, Tenkan=$357.38",1,0.6,"Uptrend, SAR=$346.00, EP=$367.60",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=35.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-10-22,364.32,0.585,0.31,-0.275,90015.3,19.24,327876.52,-1618.35,327857.29,35.38,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.31,0,0.2,"No clear signal, momentum=1.31",0,0.3,"Within channel, position=87.6%",0,0.3,"Within Keltner channel, EMA=$358.72",1,0.8,"Above cloud, TK cross bullish, Tenkan=$357.38",1,0.6,"Uptrend, SAR=$346.00, EP=$367.60",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=35.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-10-25,368.05,0.31,0.576,0.266,87362.1,18.66,328897.83,1040.55,328879.17,35.18,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.576,1,0.55,"Breakout UP, momentum=1.66",1,0.51,Break above 20d high=$367.60,0,0.3,"Within Keltner channel, EMA=$359.61",1,0.8,"Above cloud, TK cross bullish, Tenkan=$358.53",1,0.6,"Uptrend, SAR=$346.25, EP=$368.97",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=35.2%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-10-27,370.07,0.576,0.31,-0.266,87632.4,18.71,329915.45,440.21,329896.74,34.98,507376.45,BULL,NORMAL,DECELERATING,OVERBOUGHT,BN-O,0.31,0,0.2,"No clear signal, momentum=1.49",0,0.3,"Within channel, position=91.6%",0,0.3,"Within Keltner channel, EMA=$361.43",1,0.8,"Above cloud, TK cross bullish, Tenkan=$365.18",1,0.6,"Uptrend, SAR=$347.01, EP=$373.13",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=35.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-10-28,374.18,0.31,0.687,0.377,124834.38,26.63,331032.45,1135.71,331005.82,34.76,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.687,1,0.57,"Breakout UP, momentum=1.71",1,0.52,Break above 20d high=$373.13,1,0.7,"Above Keltner upper=$372.47, ATR=$4.91",1,0.8,"Above cloud, TK cross bullish, Tenkan=$365.91",1,0.6,"Uptrend, SAR=$347.25, EP=$374.43",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=34.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-11-05,388.18,0.687,0.557,-0.13,44296.08,9.86,339480.87,222.43,339471.01,33.09,507376.45,STRONG_BULL,NORMAL,STEADY,OVERBOUGHT,SBN=O,0.557,1,0.57,"Breakout UP, momentum=1.70",0,0.3,"Within channel, position=98.6%",1,0.7,"Above Keltner upper=$380.15, ATR=$4.24",1,0.8,"Above cloud, TK cross bullish, Tenkan=$379.27",1,0.6,"Uptrend, SAR=$355.09, EP=$390.51",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-11-08,387.65,0.557,0.415,-0.142,48041.11,10.61,339215.01,-256.0,339204.4,33.14,507376.45,STRONG_BULL,LOW,STEADY,OVERBOUGHT,SBL=O,0.415,0,0.2,"No clear signal, momentum=1.51",0,0.3,"Within channel, position=93.4%",1,0.7,"Above Keltner upper=$381.42, ATR=$4.11",1,0.8,"Above cloud, TK cross bullish, Tenkan=$379.95",1,0.6,"Uptrend, SAR=$355.09, EP=$390.51",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-11-10,379.33,0.415,0.31,-0.105,35298.11,8.06,336172.45,-2063.03,336164.4,33.74,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.31,0,0.2,"No clear signal, momentum=0.61",0,0.3,"Within channel, position=73.6%",0,0.3,"Within Keltner channel, EMA=$374.80",1,0.8,"Above cloud, TK cross bullish, Tenkan=$380.63",1,0.6,"Uptrend, SAR=$360.29, EP=$390.51",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.7%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-11-16,387.03,0.31,0.415,0.105,35518.57,8.1,338272.09,745.1,338263.99,33.33,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.415,0,0.2,"No clear signal, momentum=1.13",0,0.3,"Within channel, position=87.5%",1,0.7,"Above Keltner upper=$386.61, ATR=$4.34",1,0.8,"Above cloud, TK cross bullish, Tenkan=$383.95",1,0.6,"Uptrend, SAR=$367.75, EP=$390.51",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-11-17,387.24,0.415,0.0,-0.415,140410.33,29.9,338338.15,74.16,338308.26,33.32,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.27,0,0.2,"No clear signal, momentum=1.06",0,0.3,"Within channel, position=88.3%",0,0.3,"Within Keltner channel, EMA=$378.81",1,0.8,"Above cloud, TK cross bullish, Tenkan=$383.95",1,0.6,"Uptrend, SAR=$367.75, EP=$390.51",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,1.0,"RISK-ON, score=0/7",DD=33.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-11-18,391.25,0.0,0.544,0.544,184035.05,39.16,338308.26,0.0,338269.1,33.32,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.544,0,0.2,"No clear signal, momentum=1.42",1,0.52,Break above 20d high=$390.51,1,0.7,"Above Keltner upper=$388.79, ATR=$4.40",1,0.8,"Above cloud, TK cross bullish, Tenkan=$384.58",1,0.6,"Uptrend, SAR=$367.98, EP=$391.75",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-11-19,393.43,0.544,0.682,0.138,46898.66,10.38,339295.06,1025.97,339284.68,33.13,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.682,1,0.53,"Breakout UP, momentum=1.60",1,0.53,Break above 20d high=$391.75,1,0.7,"Above Keltner upper=$389.94, ATR=$4.34",1,0.8,"Above cloud, TK cross bullish, Tenkan=$386.05",1,0.6,"Uptrend, SAR=$369.45, EP=$394.71",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-11-22,388.86,0.682,0.31,-0.372,125285.03,26.67,336597.62,-2687.06,336570.96,33.66,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.31,0,0.2,"No clear signal, momentum=0.91",0,0.3,"Within channel, position=81.1%",0,0.3,"Within Keltner channel, EMA=$382.00",1,0.8,"Above cloud, TK cross bullish, Tenkan=$387.71",1,0.6,"Uptrend, SAR=$373.52, EP=$398.03",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=33.7%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-11-26,380.97,0.31,0.0,-0.31,103680.63,22.1,334453.64,-1977.26,334431.55,34.08,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.176,0,0.2,"No clear signal, momentum=-0.81",0,0.3,"Within channel, position=37.5%",0,0.3,"Within Keltner channel, EMA=$382.84",0,0.2,"Inside cloud, range=$369.59-$384.57",1,0.6,"Uptrend, SAR=$375.74, EP=$398.03",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,0.86,"RISK-ON, score=1/7",DD=34.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-11-29,389.24,0.0,0.31,0.31,103673.78,22.07,334431.55,0.0,334409.48,34.09,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.31,0,0.2,"No clear signal, momentum=0.87",0,0.3,"Within channel, position=67.8%",0,0.3,"Within Keltner channel, EMA=$383.45",1,0.8,"Above cloud, TK cross bullish, Tenkan=$388.80",1,0.6,"Uptrend, SAR=$378.70, EP=$398.03",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=34.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-11-30,383.53,0.31,0.0,-0.31,103194.97,21.98,332886.99,-1522.49,332865.01,34.39,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.116,0,0.3,"In squeeze, BB width=0.0408",0,0.3,"Within channel, position=38.7%",0,0.3,"Within Keltner channel, EMA=$383.46",0,0.2,"Inside cloud, range=$369.59-$384.86",-1,0.6,"Downtrend, SAR=$397.30, EP=$379.58",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,0.86,"RISK-ON, score=1/7",DD=34.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-12-03,373.11,0.0,-0.324,-0.324,107922.22,23.03,332865.01,0.0,332841.97,34.39,507376.45,BEAR,NORMAL,DECELERATING,OVERSOLD,DN-S,-0.324,-1,0.77,"Breakout DOWN, momentum=-2.30",-1,0.53,Break below 20d low=$374.29,0,0.3,"Within Keltner channel, EMA=$381.65",0,0.2,"Inside cloud, range=$369.59-$383.51",-1,0.6,"Downtrend, SAR=$396.66, EP=$369.00",0,0.3,"No trend, avg_signal=0.20",1,0.3,"Cautious, score=3/7",DD=34.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-12-06,376.1,-0.324,0.0,0.324,107634.39,22.96,331977.25,-864.72,331954.29,34.57,507376.45,NEUTRAL,NORMAL,DECELERATING,NEUTRAL,NN-N,0.0,0,0.2,"No clear signal, momentum=-1.51",0,0.3,"Within channel, position=24.5%",0,0.3,"Within Keltner channel, EMA=$381.12",0,0.2,"Inside cloud, range=$369.59-$381.68",-1,0.6,"Downtrend, SAR=$395.00, EP=$369.00",0,0.3,"No trend, avg_signal=0.20",1,0.3,"Cautious, score=3/7",DD=34.6%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2021-12-08,389.16,0.0,0.248,0.248,82444.39,17.55,331954.29,0.0,331936.75,34.57,507376.45,BULL,HIGH,ACCELERATING,NEUTRAL,BH+N,0.331,0,0.2,"No clear signal, momentum=0.87",0,0.3,"Within channel, position=69.5%",0,0.3,"Within Keltner channel, EMA=$382.43",1,0.5,"Above cloud, price=$389.16",1,0.6,"Uptrend, SAR=$369.38, EP=$389.37",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=34.6%: pos*0.5,0.232,0.232,0.139,0.093,0.046,0.093,0.164
2021-12-10,387.61,0.248,0.0,-0.248,82360.51,17.53,331616.58,892.88,331599.05,34.64,507376.45,BULL,HIGH,ACCELERATING,NEUTRAL,BH+N,0.294,0,0.3,"In squeeze, BB width=0.0550",0,0.3,"Within channel, position=64.1%",0,0.3,"Within Keltner channel, EMA=$383.01",1,0.5,"Above cloud, price=$387.61",1,0.6,"Uptrend, SAR=$371.35, EP=$389.74",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,1.0,"RISK-ON, score=0/7",DD=34.6%: pos*0.5,0.232,0.232,0.139,0.093,0.046,0.093,0.164
2021-12-27,393.43,0.0,0.313,0.313,103770.1,22.07,331599.05,0.0,331576.98,34.64,507376.45,BULL,HIGH,ACCELERATING,NEUTRAL,BH+N,0.417,0,0.3,"In squeeze, BB width=0.0641",1,0.57,Break above 20d high=$390.70,0,0.3,"Within Keltner channel, EMA=$382.56",1,0.5,"Above cloud, price=$393.43",1,0.6,"Uptrend, SAR=$368.07, EP=$393.43",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,0.71,"RISK-ON, score=2/7",DD=34.6%: pos*0.5,0.232,0.232,0.139,0.093,0.046,0.093,0.164
2021-12-28,391.61,0.313,0.0,-0.313,103612.69,22.05,331096.06,-480.91,331074.02,34.74,507376.45,BULL,HIGH,ACCELERATING,NEUTRAL,BH+N,0.284,0,0.2,"No clear signal, momentum=1.51",0,0.3,"Within channel, position=92.8%",0,0.3,"Within Keltner channel, EMA=$383.42",1,0.5,"Above cloud, price=$391.61",1,0.6,"Uptrend, SAR=$368.58, EP=$394.51",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,0.71,"RISK-ON, score=2/7",DD=34.7%: pos*0.5,0.232,0.232,0.139,0.093,0.046,0.093,0.164
2021-12-29,391.55,0.0,0.248,0.248,82225.76,17.5,331074.02,0.0,331056.52,34.75,507376.45,BULL,HIGH,ACCELERATING,NEUTRAL,BH+N,0.331,0,0.2,"No clear signal, momentum=1.36",0,0.3,"Within channel, position=88.8%",0,0.3,"Within Keltner channel, EMA=$384.20",1,0.5,"Above cloud, price=$391.55",1,0.6,"Uptrend, SAR=$369.62, EP=$394.51",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=34.7%: pos*0.5,0.232,0.232,0.139,0.093,0.046,0.093,0.164
2022-01-04,386.6,0.248,0.0,-0.248,81964.21,17.45,330020.92,-1066.55,330003.47,34.96,507376.45,NEUTRAL,HIGH,DECELERATING,NEUTRAL,NH-N,0.275,0,0.2,"No clear signal, momentum=0.25",0,0.3,"Within channel, position=70.1%",0,0.3,"Within Keltner channel, EMA=$385.80",1,0.8,"Above cloud, TK cross bullish, Tenkan=$386.54",1,0.6,"Uptrend, SAR=$372.91, EP=$394.51",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,0.71,"RISK-ON, score=2/7",DD=35.0%: pos*0.5,0.232,0.232,0.139,0.093,0.046,0.093,0.164
2022-01-18,361.32,0.0,-0.267,-0.267,87991.02,18.82,330003.47,0.0,329984.65,34.96,507376.45,BEAR,HIGH,DECELERATING,OVERSOLD,DH-S,-0.356,-1,0.64,"Breakout DOWN, momentum=-1.93",0,0.3,"Within channel, position=3.5%",-1,0.7,"Below Keltner lower=$362.89, ATR=$7.01",-1,0.8,"Below cloud, TK cross bearish, Tenkan=$373.07",-1,0.6,"Downtrend, SAR=$385.94, EP=$360.12",-1,0.6,"Trend DOWN, avg_signal=-0.60, agreement=0.60",1,0.3,"Cautious, score=4/7",DD=35.0%: pos*0.5,0.232,0.232,0.139,0.093,0.046,0.093,0.164
2022-01-19,357.36,-0.267,-0.368,-0.102,33678.11,7.74,330951.06,966.41,330943.32,34.77,507376.45,BEAR,HIGH,DECELERATING,OVERSOLD,DH-S,-0.491,-1,0.68,"Breakout DOWN, momentum=-2.04",-1,0.55,Break below 20d low=$360.12,-1,0.7,"Below Keltner lower=$360.88, ATR=$7.09",-1,0.8,"Below cloud, TK cross bearish, Tenkan=$368.79",-1,0.6,"Downtrend, SAR=$377.31, EP=$357.09",-1,0.6,"Trend DOWN, avg_signal=-0.60, agreement=0.60",1,0.3,"Cautious, score=4/7",DD=34.8%: pos*0.5,0.232,0.232,0.139,0.093,0.046,0.093,0.164
2022-01-21,342.93,-0.368,-0.434,-0.065,21957.07,5.39,335923.69,3396.81,335918.3,33.79,507376.45,STRONG_BEAR,HIGH,DECELERATING,OVERSOLD,SDH-S,-0.578,-1,0.76,"Breakout DOWN, momentum=-2.28",-1,0.63,Break below 20d low=$352.18,-1,0.7,"Below Keltner lower=$355.09, ATR=$7.49",-1,0.8,"Below cloud, TK cross bearish, Tenkan=$361.57",-1,0.6,"Downtrend, SAR=$377.55, EP=$342.65",-1,0.6,"Trend DOWN, avg_signal=-0.60, agreement=0.60",0,0.71,"RISK-OFF, score=5/7, vol=22.1%",DonchianBreakout: 21%->17% [BEAR]; Ichimoku: 8%->7% [BEAR]; RORO: 15%->25%; DD=33.8%: pos*0.5,0.224,0.18,0.135,0.072,0.036,0.09,0.264
2022-01-24,344.5,-0.434,0.0,0.434,145419.1,31.19,335251.28,-667.02,335220.08,33.92,507376.45,STRONG_BEAR,HIGH,DECELERATING,OVERSOLD,SDH-S,-0.227,0,0.2,"No clear signal, momentum=-1.85",0,0.3,"Within channel, position=3.6%",-1,0.7,"Below Keltner lower=$351.16, ATR=$8.24",-1,0.8,"Below cloud, TK cross bearish, Tenkan=$353.16",-1,0.6,"Downtrend, SAR=$374.76, EP=$325.83",-1,0.6,"Trend DOWN, avg_signal=-0.60, agreement=0.60",0,0.71,"RISK-OFF, score=5/7, vol=21.9%",DonchianBreakout: 21%->17% [BEAR]; Ichimoku: 8%->7% [BEAR]; RORO: 15%->25%; DD=33.9%: pos*0.5,0.224,0.18,0.135,0.072,0.036,0.09,0.264
